ECLI,Ref_ECLI,Anchor text,Paragraph
ECLI:NL:HR:2004:AO8171,ECLI:NL:HR:2004:AO8171,9 juli 2004 Eerste Kamer Nr. C03/150HR JMH/AT Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C03/150HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. E. Grabandt, t e g e n [Verweerster], gevestigd te [vestigingsplaats], VERWEERSTER in cassatie, advocaat: mr. M.H. van der Woude. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO8706,ECLI:NL:HR:2004:AO8706,9 juli 2004 Eerste Kamer Nr. C03/117HR JMH Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C03/117HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: DE ONDERLINGE WAARBORGMAATSCHAPPIJ WOUDSEND ANNO 1816 U.A., gevestigd te Woudsend, EISERES tot cassatie, advocaat: mr. J. van Duijvendijk-Brand, t e g e n [verweerder], zonder bekende woon- of verblijfplaats in Nederland, VERWEERDER in cassatie,"
ECLI:NL:HR:2004:AO8708,ECLI:NL:HR:2004:AO8708,9 juli 2004 Eerste Kamer Rek.nr. R03/075HR JMH Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Rek.nr. R03/075HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [De vrouw], wonende te [woonplaats], VERZOEKSTER tot cassatie, advocaat: mr. P. Garretsen, t e g e n [De man], Laatstelijk gewoond hebbende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. T.F.E. Tjong Tjin Tai. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO7575,ECLI:NL:HR:2004:AO7575,9 juli 2004 Eerste Kamer Nr. C03/078HR JMH Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C03/078HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: Mr. Marcus Antonius Maria BANNENBERG, in zijn hoedanigheid van curator in het faillissement van I.C.T. INTERNATIONAL B.V., tevens handelende onder de naam Incotec, kantoorhoudende te Rosmalen, gemeente 's-Hertogenbosch, EISER tot cassatie, advocaat: mrs. E. Grabandt en J.P. Heering, t e g e n NMB-HELLER N.V., gevestigd te Amsterdam, VERWEERSTER in cassatie, advocaat: mr. J.B.M.M.  Wuisman. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9071,ECLI:NL:HR:2004:AO9071,9 juli 2004 Eerste Kamer Nr. C03/127HR RM/AT Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C03/127HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: COMMERCIAL REALTY ASSOCIATES B.V., thans geheten HVB VENDOR LEASE B.V., gevestigd te Eindhoven, EISERES tot cassatie, advocaat: mr. P. Garretsen, t e g e n 1. HERDA BEHEER B.V., gevestigd te Duivendrecht, gemeente Ouder-Amstel, 2. [Verweerster 2], gevestigd te [vestigingsplaats], 2a. [Verweerder 2a], wonende te [woonplaats], 2b. [Verweerster 2b], wonende te [woonplaats], 2c. HERDA BEHEER B.V., gevestigd te Duivendrecht, gemeente Ouder-Amstel, VERWEERDERS in cassatie, advocaat: mr. R.S. Meijer. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9495,ECLI:NL:HR:2004:AO9495,9 juli 2004 Eerste Kamer Nr. C03/071HR JMH/AS Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C03/071HR JMH/AS Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. D.Th.J. van der Klei, t e g e n  de vennootschap naar Duits recht DEUTSCHE PARACELSUS SCHULEN FÜR NATURHEILVERFAHREN GMBH, gevestigd te München, Bondsrepubliek Duitsland, VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO7721,ECLI:NL:HR:2004:AO7721,9 juli 2004 Eerste Kamer Nr. C03/142HR RM/JMH Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C03/142HR RM/JMH Hoge Raad der Nederlanden Arrest in de zaak van: DE GEMEENTE GRONINGEN, zetelende te Groningen, EISERES tot cassatie, advocaat: mr. M.W. Scheltema, t e g e n 1. [Verweerder 1], 2. [Verweerster 2], 3. [Verweerder 3], allen wonende te [woonplaats], VERWEERDERS in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO8709,ECLI:NL:HR:2004:AO8709,9 juli 2004 Eerste Kamer Rek.nr. R03/097HR JMH/AS Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Rek.nr. R03/097HR JMH/AS Hoge Raad der Nederlanden Beschikking in de zaak van: [De vrouw], wonende te [woonplaats], VERZOEKSTER tot cassatie, advocaat: mr. P. Garretsen, t e g e n [De man], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. E. Grabandt. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9054,ECLI:NL:HR:2004:AO9054,9 juli 2004 Eerste Kamer Nr. C01/260HR RM/JMH Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C01/260HR RM/JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. R.Th.R.F. Carli, t e g e n de rechtspersoon naar Duits recht WESTDEUTSCHE LANDESBANK GIROZENTRALE, gevestigd te Düsseldorf, Duitsland, VERWEERSTER in cassatie, advocaat: mr. P. van Schilfgaarde. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9898,ECLI:NL:HR:2004:AO9898,9 juli 2004 Eerste Kamer Nr. C02/248HR RM Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C02/248HR RM Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. L.A. van der Niet, t e g e n Mr. Daniël Gerard LASSCHUIT, in zijn hoedanigheid van curator in het faillissement van [betrokkene 1], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. D.G. Lasschuit. 1. Het verloop van het geding..."
ECLI:NL:HR:2004:AP0428,ECLI:NL:HR:2004:AP0428,9 juli 2004 Eerste Kamer Nr. C04/038HR RM Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C04/038HR RM Hoge Raad der Nederlanden Arrest in de zaak van: 1. MAREB SHIPPING B.V., gevestigd te Apeldoorn, 2. [Eiser 2], wonende te [woonplaats], 3. SANDOVAL SHIPPING B.V., gevestigd te Apeldoorn, EISERS tot cassatie, advocaat: mr. J. Groen, t e g e n 1. MOTORSCHIP ""JEHAN"" C.V., 2. [Verweerster 2], beide gevestigd te [vestigingsplaats], VERWEERSTERS in cassatie, advocaat: mr. F.E. Vermeulen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1273,ECLI:NL:HR:2004:AP1273,9 juli 2004 Eerste Kamer Rek.nr. R04/058 HR,"9 juli 2004 Eerste Kamer Rek.nr. R04/058 HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [klager], wonende te [woonplaats], KLAGER. 1. Het beklag..."
ECLI:NL:HR:2004:AP2834,ECLI:NL:HR:2004:AP2834,9 juli 2004 Eerste Kamer Nr. C03/084HR JMH/AT Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C03/084HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te  [woonplaats], EISER tot cassatie, advocaat: mr. P. Garretsen, t e g e n 1. [Verweerder 1], 2. [Verweerster 2], beiden wonende te [woonplaats], VERWEERDERS in cassatie, advocaat: mr. R.F. Thunnissen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1274,ECLI:NL:HR:2004:AP1274,9 juli 2004 Eerste Kamer Rek.nr. R04/059HR JMH Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Rek.nr. R04/059HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [klager], wonende te [woonplaats], KLAGER. 1. Het beklag..."
ECLI:NL:HR:2004:AP1074,ECLI:NL:HR:2004:AP1074,9 juli 2004 Eerste Kamer Nr. C03/104HR JMH/AT Hoge Raad der Nederlanden,"9 juli 2004 Eerste Kamer Nr. C03/104HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: ZWOLSCHE ALGEMEENE SCHADEVERZEKERING N.V., gevestigd te Utrecht, EISERES tot cassatie, advocaat: mr. R.S. Meijer, t e g e n B.V. VORMENFABRIEK TILBURG, gevestigd te Tilburg, VERWEERSTER in cassatie, advocaat: mr. K.J. Nijman. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4394,ECLI:NL:HR:2004:AP4394,9 juli 2004 Eerste Kamer Nr. C03/057 HR,"9 juli 2004 Eerste Kamer Nr. C03/057 HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: DUPLICADO B.V., voorheen genaamd Graphic Relation Sneldruk B.V., gevestigd te Breda, EISERES tot cassatie, advocaat: mr. P. Garretsen, t e g e n Mr. A. GOEDKOOP, in zijn hoedanigheid van curator in het faillissement van Freriks Graphics B.V., kantoorhoudende te Breda, VERWEERDER in cassatie, advocaat: mr. E. Grabandt. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO7810,ECLI:NL:HR:2004:AO7810,3 september 2004 Eerste Kamer Nr. C03/027HR RM/AT Hoge Raad der Nederlanden,"3 september 2004 Eerste Kamer Nr. C03/027HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: Mr. Petrus Wilhelmus Henricus Maria HAANS, in zijn hoedanigheid van curator in het faillissement van [betrokkene 1], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. P. Garretsen, t e g e n [Verweerster], wonende te [woonplaats], België, VERWEERSTER in cassatie, niet verschenen.  1. Het geding..."
ECLI:NL:HR:2004:AO7821,ECLI:NL:HR:2004:AO7821,3 september 2004 Eerste Kamer Nr. C03/091HR JMH/AT Hoge Raad der Nederlanden,"3 september 2004 Eerste Kamer Nr. C03/091HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. J.B.M.M. Wuisman, t e g e n BOUWCONSULTING B.V., gevestigd te Vught, VERWEERSTER in cassatie, advocaat: mr. A.H. Vermeulen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO7883,ECLI:NL:HR:2004:AO7883,3 september 2004 Eerste Kamer Nr. C03/046HR JMH/AT Hoge Raad der Nederlanden,"3 september 2004 Eerste Kamer Nr. C03/046HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], wonende te [woonplaats], EISERES tot cassatie, advocaat: mr. D.M. de Knijff, t e g e n 1. de vennootschap onder firma [A], handelende onder de naam Stoeterij ""Het Vierspan"", gevestigd te [vestigingsplaats], 2. [Verweerder 2], wonende te [woonplaats], 3. [Verweerder 3], wonende te [woonplaats], 4. [Verweerder 4], wonende te [woonplaats], VERWEERDERS in cassatie, advocaat: mr. M. Ynzonides. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO7887,ECLI:NL:HR:2004:AO7887,17 september 2004 Eerste Kamer Nr. C03/068HR RM/AT Hoge Raad der Nederlanden,"17 september 2004 Eerste Kamer Nr. C03/068HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: DE STAAT DER  NEDERLANDEN, Ministerie van Justitie, gevestigd te 's-Gravenhage, EISER tot cassatie, advocaat: mr. G. Snijders, t e g e n [Verweerster], wonende te [woonplaats], VERWEERSTER in cassatie, advocaat: mr. R.A.A. Duk. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO8198,ECLI:NL:HR:2004:AO8198,17 september 2004 Eerste Kamer Nr. C03/100HR RM/JMH Hoge Raad der Nederlanden,"17 september 2004 Eerste Kamer Nr. C03/100HR RM/JMH Hoge Raad der Nederlanden Arrest in de zaak van: 1. WESSANEN NEDERLAND B.V., gevestigd te Amsterdam, 2. ZONNATURA B.V., gevestigd te Putten, EISERESSEN tot cassatie, advocaat: aanvankelijk mr. E.D. Vermeulen, thans mr. K.G.W. van Oven, t e g e n NUTRICIA NEDERLAND B.V., gevestigd te Zoetermeer, VERWEERSTER in cassatie, advocaat: mr. T. Cohen Jehoram. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9053,ECLI:NL:HR:2004:AO9053,10 september 2004 Eerste Kamer Nr. C03/097HR JMH/AT Hoge Raad der Nederlanden,"10 september 2004 Eerste Kamer Nr. C03/097HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], wonende te [woonplaats], EISERES tot cassatie, incidenteel verweerster in cassatie, advocaat: mr. H.J.W. Alt, t e g e n 1. EURONEXT AMSTERDAM N.V., rechts-opvolgster van Amsterdam Exchanges N.V., 2. AMSTERDAM EXCHANGES N.V., beide gevestigd te Amsterdam, VERWEERSTERS in cassatie, incidenteel eiseressen tot cassatie, advocaat: mr. J.B.M.M. Wuisman.  1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9069,ECLI:NL:HR:2004:AO9069,24 september 2004 Eerste Kamer Nr. C03/101HR JMH Hoge Raad der Nederlanden,"24 september 2004 Eerste Kamer Nr. C03/101HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], thans gevestigd te [vestigingsplaats], EISERES tot cassatie, advocaat: mr. M. Ynzonides, t e g e n ALOG ONROEREND GOED EN HANDELMAATSCHAPPIJ B.V., gevestigd te Culemborg, VERWEERSTER in cassatie, advocaat: mr. G. Snijders. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9077,ECLI:NL:HR:2004:AO9077,10 september 2004 Eerste Kamer Rek.nr. R03/101HR JMH Hoge Raad der Nederlanden,"10 september 2004 Eerste Kamer Rek.nr. R03/101HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [De vrouw], wonende te [woonplaats], VERZOEKSTER tot cassatie, advocaat: mr. J. van Duijvendijk-Brand, t e g e n [De man], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. M.H. van der Woude. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9497,ECLI:NL:HR:2004:AO9497,10 september 2004 Eerste Kamer Nr. C03/159HR JMH/AT Hoge Raad der Nederlanden,"10 september 2004 Eerste Kamer Nr. C03/159HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: de vennootschap naar Spaans recht AMSTERZONIAN S.A., gevestigd te Argentona, Spanje, EISERES tot cassatie, advocaat: mr. G.C. Makkink, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9550,ECLI:NL:HR:2004:AO9550,24 september 2004 Eerste Kamer Nr. C03/140HR JMH Hoge Raad der Nederlanden,"24 september 2004 Eerste Kamer Nr. C03/140HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. P.J.L.J. Duijsens, t e g e n [Verweerster], wonende te [woonplaats], VERWEERSTER in cassatie, advocaat: mr. H. Eijer.  1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9552,ECLI:NL:HR:2004:AO9552,3 september 2004 Eerste Kamer Nr. C03/145HR JMH Hoge Raad der Nederlanden,"3 september 2004 Eerste Kamer Nr. C03/145HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: 1. LA FRANCAISE D'EXPORTATION NEDERLAND B.V., 2. L.F.E. HOLDING B.V., beide gevestigd te Maartensdijk, EISERESSEN tot cassatie, advocaat: mr. P. Garretsen, t e g e n 1. [Verweerster 1], 2. [Verweerster 2] beide gevestigd te [vestigingsplaats], VERWEERSTERS in cassatie, advocaat: mr. H.A. Groen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9555,ECLI:NL:HR:2004:AO9555,10 september 2004 Eerste Kamer Nr. C03/147HR JMH Hoge Raad der Nederlanden,"10 september 2004 Eerste Kamer Nr. C03/147HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: 1. [Eiseres 1], 2. [Eiser 2], 3. [Eiser 3], gevestigd, resp. wonende te [plaats], EISERS tot cassatie, advocaat: mr. P. Garretsen, t e g e n de gezamenlijke erfgenamen van [verweerder], laatstelijk gewoond hebbende te [woonplaats], VERWEERDERS in cassatie,  advocaat: mrs. B. Winters en H.J.A. Knijff. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP0033,ECLI:NL:HR:2004:AP0033,3 september 2004 Eerste Kamer Rek.nr. R03/112HR JMH Hoge Raad der Nederlanden,"3 september 2004 Eerste Kamer Rek.nr. R03/112HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [Verzoeker], wonende te [woonplaats], Israël,  VERZOEKER tot cassatie, advocaat: mr. A.B. Baumgarten, t e g e n DE STAAT DER NEDERLANDEN (Ministerie van Justitie), gevestigd te 's-Gravenhage, VERWEERDER in cassatie, advocaat: mr. H.A. Groen. 1. Het geding in feitelijke instantie..."
ECLI:NL:HR:2004:AP0434,ECLI:NL:HR:2004:AP0434,17 september 2004 Eerste Kamer Rek.nr. R03/054HR JMH Hoge Raad der Nederlanden,"17 september 2004 Eerste Kamer Rek.nr. R03/054HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [De vrouw], wonende te [woonplaats], VERZOEKSTER tot cassatie, incidenteel verweerster, advocaat: mr. J. van Duijvendijk-Brand, t e g e n [De man], wonende te [woonplaats], VERWEERDER in cassatie, incidenteel verzoeker, advocaat: mr. E. Grabandt. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP0436,ECLI:NL:HR:2004:AP0436,17 september 2004 Eerste Kamer Nr. C03/134HR JMH/AT Hoge Raad der Nederlanden,"17 september 2004 Eerste Kamer Nr. C03/134HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [De vader], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. J. Groen, t e g e n [De dochter], wonende te [woonplaats], VERWEERSTER in cassatie, advocaat: mr. D. Rijpma. 1. Het geding in voorgaande instanties..."
ECLI:NL:HR:2004:AP0964,ECLI:NL:HR:2004:AP0964,10 september 2004 Eerste Kamer Rek.nr. R03/071HR RM Hoge Raad der Nederlanden,"10 september 2004 Eerste Kamer Rek.nr. R03/071HR RM Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende op Curaçao, EISER tot cassatie, advocaat: mr. P. Garretsen, t e g e n STICHTING MONUMENTENZORG CURAÇAO, gevestigd op Curaçao, VERWEERSTER in cassatie, advocaat: mr. J.W.H. van Wijk. 1. Het geding in voorgaande instanties..."
ECLI:NL:HR:2004:AP2609,ECLI:NL:HR:2004:AP2609,24 september 2004 Eerste Kamer Nr. C03/138HR JMH Hoge Raad der Nederlanden,"24 september 2004 Eerste Kamer Nr. C03/138HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. A.H. Vermeulen, t e g e n ABN AMRO BANK N.V., gevestigd te Amsterdam, VERWEERSTER in cassatie, advocaat: aanvankelijk mr. M.H. van der Woude, thans mr. F.E. Vermeulen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP6874,ECLI:NL:HR:2004:AP6874,24 september 2004 Eerste Kamer Nr. C03/107HR RM/JMH Hoge Raad der Nederlanden,"24 september 2004 Eerste Kamer Nr. C03/107HR RM/JMH Hoge Raad der Nederlanden Arrest in de zaak van: de besloten vennootschap met beperkte aansprakelijkheid DRYADE BELEGGINGSMAATSCHAPPIJ B.V., gevestigd te Zwolle, EISERES tot cassatie, advocaat: mr. P.J.M. von Schmidt auf Altenstadt, t e g e n DE STAAT DER NEDERLANDEN (Ministerie van Onderwijs, Cultuur en Wetenschappen), zetelende te 's-Gravenhage, VERWEERDER in cassatie, advocaat:mr. G. Snijders en mr. D. Stoutjesdijk. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP6882,ECLI:NL:HR:2004:AP6882,3 september 2004 Eerste Kamer Nr. C03/148HR JMH/MD Hoge Raad der Nederlanden,"3 september 2004 Eerste Kamer Nr. C03/148HR JMH/MD Hoge Raad der Nederlanden Arrest in de zaak van: BON MANAGEMENT EN PARTICIPATIE B.V., gevestigd te Maarssen, EISERES tot cassatie, advocaat: mr. A.H. Vermeulen, t e g e n 1. [Verweerster 1], gevestigd te [vestigingsplaats], 2. LAGEJA ELEKTROTECHNIEK B.V., gevestigd te Maarssen, VERWEERSTERS in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP7760,ECLI:NL:HR:2004:AP7760,24 september 2004 Eerste Kamer Nr. C03/098HR JMH Hoge Raad der Nederlanden,"24 september 2004 Eerste Kamer Nr. C03/098HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], wonende te [woonplaats], EISERES tot cassatie, incidenteel verweerster, advocaat: mr. J.A. Meijer, t e g e n 1. [Verweerder 1], 2. [Verweerster 2], beiden wonende te [woonplaats], VERWEERDERS in cassatie, incidenteel eisers, advocaat: mr. R.S. Meijer. 1. Het geding in voorgaande instanties...."
ECLI:NL:HR:2004:AQ0464,ECLI:NL:HR:2004:AQ0464,3 september 2004 Eerste Kamer Rek.nr. R04/080HR JMH Hoge Raad der Nederlanden,"3 september 2004 Eerste Kamer Rek.nr. R04/080HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [Verzoeker], wonende te [woonplaats], VERZOEKER tot cassatie, advocaat: mr. G.E.M. Later. 1. Het geding in feitelijke instantie..."
ECLI:NL:HR:2004:AQ8178,ECLI:NL:HR:2004:AQ8178,24 september 2004 Eerste Kamer Nr. C03/169HR JMH Hoge Raad der Nederlanden,"24 september 2004 Eerste Kamer Nr. C03/169HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [De vrouw], wonende te [woonplaats], EISERES tot cassatie, advocaat: mr. P. Garretsen, t e g e n [De man], wonende te [woonplaats], VERWEERDER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9549,ECLI:NL:HR:2004:AO9549,8 oktober 2004 Eerste Kamer Nr. C03/120HR RM/JMH Hoge Raad der Nederlanden,"8 oktober 2004 Eerste Kamer Nr. C03/120HR RM/JMH Hoge Raad der Nederlanden Arrest in de zaak van: VIXIA B.V., gevestigd te Sittard, gemeente Sittard-Geleen, EISERES tot cassatie, advocaat: aanvankelijk mr. A.G. Castermans, thans mr. M.C.J.  Jehee, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. R.A.A. Duk. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9558,ECLI:NL:HR:2004:AO9558,1 oktober 2004 Eerste Kamer Nr. C03/007HR JMH Hoge Raad der Nederlanden,"1 oktober 2004 Eerste Kamer Nr. C03/007HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [De man], wonende te [woonplaats], EISER tot cassatie, voorwaardelijk incidenteel verweerder, advocaat: mr. J. van Duijvendijk-Brand, t e g e n [De vrouw], wonende te [woonplaats], VERWEERSTER in cassatie, voorwaardelijk incidenteel eiseres, advocaat: mr. M.H. van der Woude. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AO9900,ECLI:NL:HR:2004:AO9900,1 oktober 2004 Eerste Kamer Nr. C03/093HR JMH Hoge Raad der Nederlanden,"1 oktober 2004 Eerste Kamer Nr. C03/093HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: 1. [Eiseres 1], gevestigd te [vestigingsplaats], 2. [Eiser 2], wonende te [woonplaats], 3. [Eiser 3], wonende te [woonplaats], EISERS tot cassatie, advocaat: mr. E. van Staden ten Brink, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. D. Rijpma. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP0425,ECLI:NL:HR:2004:AP0425,8 oktober 2004 Eerste Kamer Nr. C03/133HR JMH/AT Hoge Raad der Nederlanden,"8 oktober 2004 Eerste Kamer Nr. C03/133HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. R.S. Meijer, t e g e n 1. KONINKLIJKE LUCHTVAARTMAATSCHAPPIJ N.V., gevestigd te Amstelveen, 2. de vereniging VERENIGING VAN NEDERLANDSE VERKEERSVLIEGERS, gevestigd te Badhoevedorp, VERWEERSTERS in cassatie, advocaat: mr. R.A.A. Duk. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP0426,ECLI:NL:HR:2004:AP0426,15 oktober 2004 Eerste Kamer Nr. C03/160HR JMH/AT Hoge Raad der Nederlanden,"15 oktober 2004 Eerste Kamer Nr. C03/160HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: DE STAAT DER  NEDERLANDEN (Ministerie van Justitie), gevestigd te 's-Gravenhage, EISER tot cassatie, advocaat: mr. D. Stoutjesdijk, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, niet verschenen...."
ECLI:NL:HR:2004:AP0427,ECLI:NL:HR:2004:AP0427,8 oktober 2004 Eerste Kamer Nr. C03/288HR JMH/AT Hoge Raad der Nederlanden,"8 oktober 2004 Eerste Kamer Nr. C03/288HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: de rechtspersoon naar Duits recht BERLEBURGER SCHAUMSTOFFWERKE GmbH, gevestigd te Bad Berleburg, Bondsrepubliek Duitsland, EISERES tot cassatie, advocaat: mr. J.I. van Vlijmen, t e g e n [Verweerster], gevestigd te [vestigingsplaats], VERWEERSTER in cassatie, advocaat: mr. E. van Staden ten Brink. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP0424,ECLI:NL:HR:2004:AP0424,8 oktober 2004 Eerste Kamer Nr. C03/077HR JMH/AT Hoge Raad der Nederlanden,"8 oktober 2004 Eerste Kamer Nr. C03/077HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: 1. [Eiser 1], wonende te [woonplaats], 2. [Eiser 2], wonende te [woonplaats], 3. [Eiser 3], wonende te [woonplaats], 4. [Eiser 4], wonende te [woonplaats], 5. [Eiser 5], wonende te [woonplaats], 6. [Eiser 6], wonende te [woonplaats], 7. [Eiser 7], wonende te [woonplaats], 8. [Eiser 8], wonende te [woonplaats], 9. [Eiser 9],  wonende te [woonplaats],10. [Eiser 10], wonende te [woonplaats], 11. [Eiser 11], wonende te [woonplaats], 12. [Eiser 12], wonende te [woonplaats], 13. [Eiser 13], wonende te [woonplaats], 14. [Eiser 14], wonende te [woonplaats], 15. [Eiser 15], wonende te [woonplaats], 16. [Eiser 16], wonende te [woonplaats], EISERS tot  cassatie, advocaat: mr. R.S. Meijer, t e g e n 1. MARTINAIR HOLLAND N.V., gevestigd te Haarlemmermeer, VERWEERSTER in cassatie, advocaat: Mr. E. Grabandt, 2. de vereniging VERENIGING VAN NEDERLANDSE VERKEERSVLIEGERS, gevestigd te Haarlemmermeer, VERWEERSTER in cassatie, advocaat: mr. R.A.A. Duk. 1. Het geding in feitelijke instanties..."
